epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6140807960033416,0.6704230769230769,0.5914322560383724,0.7295384615384616
2,0.5723078720936409,0.7090384615384615,0.5315893683066735,0.7372307692307692
3,0.5576340877001102,0.7205769230769231,0.6329189710617066,0.7206153846153847
4,0.5447330133456451,0.728,0.5500345684931829,0.7489230769230769
5,0.5365002724207365,0.7360384615384615,0.6220666797344501,0.6904615384615385
