epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.44214902759515323,0.7963076923076923,0.4048085428751432,0.8295384615384616
2,0.3442701670940106,0.8511538461538461,0.40724073272485,0.8332307692307692
3,0.2974964880645275,0.8733076923076923,0.29756019773850073,0.8781538461538462
4,0.27197937695338176,0.8876538461538461,0.2663530287375817,0.8938461538461538
5,0.2475709194712914,0.9006923076923077,0.251388115809514,0.9018461538461539
